==PROF== Connected to process 404643 (/home/ubuntu/modern-gpu-simulator-micro-2025/experiments/mini_transformer/mini_transformer_v3)
Mini Transformer Inference
  hidden_dim=768, num_heads=12, head_dim=64
  seq_len=512, ffn_dim=3072, num_layers=6
Memory allocated and initialized.
Inference complete (6 layers).
Done.
==PROF== Disconnected from process 404643
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","404643","mini_transformer_v3","127.0.0.1","gemm_tiled(const float *, const float *, float *, int, int, int)","1","7","(16, 16, 1)","(48, 32, 1)","0","8.6","GPU Speed Of Light Throughput","DRAM Frequency","cycle/second","9241851729.09",
"0","404643","mini_transformer_v3","127.0.0.1","gemm_tiled(const float *, const float *, float *, int, int, int)","1","7","(16, 16, 1)","(48, 32, 1)","0","8.6","GPU Speed Of Light Throughput","SM Frequency","cycle/second","1364838829.96",
"0","404643","mini_transformer_v3","127.0.0.1","gemm_tiled(const float *, const float *, float *, int, int, int)","1","7","(16, 16, 1)","(48, 32, 1)","0","8.6","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","395325",
"0","404643","mini_transformer_v3","127.0.0.1","gemm_tiled(const float *, const float *, float *, int, int, int)","1","7","(16, 16, 1)","(48, 32, 1)","0","8.6","GPU Speed Of Light Throughput","Memory Throughput","%","89.75",
"0","404643","mini_transformer_v3","127.0.0.1","gemm_tiled(const float *, const float *, float *, int, int, int)","1","7","(16, 16, 1)","(48, 32, 1)","0","8.6","GPU Speed Of Light Throughput","DRAM Throughput","%","2.09",
"0","404643","mini_transformer_v3","127.0.0.1","gemm_tiled(const float *, const float *, float *, int, int, int)","1","7","(16, 16, 1)","(48, 32, 1)","0","8.6","GPU Speed Of Light Throughput","Duration","nsecond","289632",
"0","404643","mini_transformer_v3","127.0.0.1","gemm_tiled(const float *, const float *, float *, int, int, int)","1","7","(16, 16, 1)","(48, 32, 1)","0","8.6","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","93.78",
"0","404643","mini_transformer_v3","127.0.0.1","gemm_tiled(const float *, const float *, float *, int, int, int)","1","7","(16, 16, 1)","(48, 32, 1)","0","8.6","GPU Speed Of Light Throughput","L2 Cache Throughput","%","24.20",
"0","404643","mini_transformer_v3","127.0.0.1","gemm_tiled(const float *, const float *, float *, int, int, int)","1","7","(16, 16, 1)","(48, 32, 1)","0","8.6","GPU Speed Of Light Throughput","SM Active Cycles","cycle","378348.94",
"0","404643","mini_transformer_v3","127.0.0.1","gemm_tiled(const float *, const float *, float *, int, int, int)","1","7","(16, 16, 1)","(48, 32, 1)","0","8.6","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","89.75",
